id_institucional,Clee,Nombre de la Unidad Econ√≥mica,nombre_empresa,C√≥digo de la clase de actividad SCIAN,actividad_economica,tamaño_empresa,Tipo de vialidad,direccion,Tipo de entre vialidad 1,Nombre de entre vialidad 1,Tipo de entre vialidad 2,Nombre de entre vialidad 2,Tipo de entre vialidad 3,Nombre de entre vialidad 3,N√∫mero exterior o kil√≥metro,Letra exterior,Edificio,Edificio Piso,N√∫mero interior,Letra interior,Tipo de asentamiento humano,Nombre de asentamiento humano,Tipo centro comercial,"Corredor industrial, centro comercial o mercado p√∫blico",N√∫mero de local,C√≥digo Postal,Clave entidad,Entidad federativa,id_municipio,nombre_municipio,Clave localidad,municipio,Area_geoestadistica_basica,Manzana,Numero_telefonico,correo_electronico,Sitio en Internet,Tipo de establecimiento,latitude,longitude,sector
6312975,09014336310000011001004428S7,SUC 4106 BONAMPAK,NISSAN MEXICANA SA DE CV,336110,Fabricaci√≥n de autom√≥viles y camionetas,251 personas,CALLE,AGUST√çN GUTI√âRREZ,CALLE,GOLONDRINAS,CIRCUITO,INTERIOR (AVENIDA R√çO CHURUBUSCO),CALLE,BRUNO TRAVEN,0,SN,,,,,COLONIA,GENERAL ANAYA,,,,3340,9,CIUDAD DE M√âXICO,14,Benito Ju√°rez,1,Benito Ju√°rez,971,16,,ERIKGASCONMUIZ@NISSAN.COM.MX,,Fijo,19.35844493,-99.16122193,2010-07
6306380,09002337120000637000003012M6,TAM MEX,TAM MEX SA,337120,"Fabricaci√≥n de muebles, excepto cocinas integrales, muebles modulares de ba√±o y muebles de oficina y estanter√≠a",251 personas,CALLE,PONIENTE 134,CALLE,NINGUNO,CALLE,NORTE 45,CALLE,NINGUNO,583,,,,0,SN,COLONIA,INDUSTRIAL VALLEJO,,,,2300,9,CIUDAD DE M√âXICO,2,Azcapotzalco,1,Azcapotzalco,877,2,,ACAMPOS@TAMMEX.MX,WWW.TAMMEX.COM,Fijo,19.49290495,-99.1572209,2010-07
6509556,09007332110000031000000000U7,VEDIA INDUSTRIAL,VEDIA INDUSTRIAL SA DE CV,332110,Fabricaci√≥n de productos met√°licos forjados y troquelados,251 personas,CALLE,MA√çZ,CALLE,CAMPESINOS,CALLE,GANADEROS,CALLE,CENTENO,157,,,,,,COLONIA,GRANJAS ESMERALDA,,,,9810,9,CIUDAD DE M√âXICO,7,Iztapalapa,1,Iztapalapa,1180,18,,VEDIA@DIANA-VERONA.COM.MX,WWW.VEDIA,Fijo,19.35239938,-99.11578555,2016-01
6314112,09007431110000081002004190S2,2127 SAHUAYO CENTRAL DE ABASTOS F26,IMPULSORA SAHUAYO SA DE CV,431110,Comercio al por mayor de abarrotes,251 personas,CALLE,NINGUNO,CIRCUITO,ABARROTES Y V√çVERES,CIRCUITO,FRUTAS Y LEGUMBRES,CALLE,NINGUNO,0,SN,,,,F26 28,COLONIA,EJIDOS DEL MORAL,CENTRAL DE ABASTO,CENTRAL DE ABASTO DE LA CIUDAD DE MEXICO,F 36 BODEGA H 84,9040,9,CIUDAD DE M√âXICO,7,Iztapalapa,1,Iztapalapa,2475,6,,,WWW.SAHUAYO.COM.MX,Fijo,19.37619907,-99.09052862,2010-07
6315435,09010433410000031011004441M3,3M MEXICO,3M MEXICO SA DE CV,434229,Comercio al por mayor de otras materias primas para otras industrias,251 personas,AVENIDA,SANTA FE,CALLE,2,CALLE,ANTONIO DOVAL√ç JAIME,CORREDOR,BARRIO SANTA F√â,190,,,,,,COLONIA,LOMAS DE SANTA FE,,,,1210,9,CIUDAD DE M√âXICO,10,√Ålvaro Obreg√≥n,1,√Ålvaro Obreg√≥n,1542,36,,EBRAVO@MMM.COM,WWW.3M.COM.MX/3M/ES_MX/INICIO/,Fijo,19.366548,-99.261442,2010-07
6314887,09002431160000073000004530S5,4154 CEDIS VALLE NORTE,COMERCIALIZADORA DE LACTEOS Y DERIVADOS SA DE CV,431160,Comercio al por mayor de leche y otros productos l√°cteos,251 personas,CALLE,PONIENTE 146,CALLE,NORTE 59,PEATONAL,NORTE 45,AVENIDA,PONIENTE 140,667,,,,,,ZONA INDUSTRIAL,INDUSTRIAL VALLEJO,PARQUE INDUSTRIAL,INDUSTRIAL VALLEJO,SN,2300,9,CIUDAD DE M√âXICO,2,Azcapotzalco,1,Azcapotzalco,1165,3,,JABEHT.SALGADO@GRUPOLALA.COM,WWW.LALA.COM.MX,Fijo,19.50002511,-99.15917414,2010-07
6313816,09007431160000385001004530S2,4274 LALA CEDIS TLAHUAC 2,COMERCIALIZADORA DE LACTEOS Y DERIVADOS SA DE CV,431160,Comercio al por mayor de leche y otros productos l√°cteos,251 personas,CALLE,REFORMA,CALLE,IGNACIO ZARAGOZA,CALLE,PROGRESO,AVENIDA,LOMAS DE SAN LORENZO,133,,,,,,COLONIA,LOMAS DE SAN LORENZO,,,,9780,9,CIUDAD DE M√âXICO,7,Iztapalapa,1,Iztapalapa,1994,17,,LUIS.MELCHOR@GRUPOLALA.COM,WWW.LALA.COM.MX,Fijo,19.3218964,-99.07106425,2010-07
6708020,09010464112000564001000000U7,A MENARINI MEXICO,A MENARINI MEXICO SA DE CV,433110,Comercio al por mayor de productos farmac√©uticos,251 personas,AVENIDA,INSURGENTES SUR,CALLE,PASADENA,CALLE,SANTA MONICA,AVENIDA,MAGDALENA,810,,PISO 8,PISO 8,,,COLONIA,DEL VALLE CENTRO,,,,,9,CIUDAD DE M√âXICO,10,√Ålvaro Obreg√≥n,1,√Ålvaro Obreg√≥n,1307,24,5541309612,CVERA@MENARINI.COM.MX,,Fijo,19.30670456,-99.21022472,2016-01
6710038,09007461110132116011098419M0,ABASTOS Y DISTRIBUCIONES INSTITUCIONALES,ABASTOS Y DISTRIBUCIONES INSTITUCIONALES SA DE CV,431110,Comercio al por mayor de abarrotes,251 personas,CALLE,CALLE 4,CALLE,NINGUNO,CALLE,3,CIRCUITO,FRUTAS Y LEGUMBRES,5,MZ,,,0,SN,COLONIA,ZONA FEDERAL CENTRAL DE ABASTO,CENTRAL DE ABASTO,CENTRAL DE ABASTOS,MZ 5 LT 6,9040,9,CIUDAD DE M√âXICO,7,Iztapalapa,1,Iztapalapa,2475,27,,KARLA.MARISCAL@ABADI.MX,,Fijo,19.37524904,-99.08544322,2016-01
9432816,09016434225001567000011023S3,ABB MEXICO,ABB MEXICO SA DE CV,434225,Comercio al por mayor de equipo y material el√©ctrico,251 personas,AVENIDA,EJ√âRCITO NACIONAL MEXICANO,CALLE,FERROCARRIL DE CUERNAVACA,PROLONGACION,MOLIERE,AVENIDA,MIGUEL DE CERVANTES SAAVEDRA,843,B,,,,,COLONIA,GRANADA,,,,,9,CIUDAD DE M√âXICO,16,Miguel Hidalgo,1,Miguel Hidalgo,444,13,4448708000,,,Fijo,19.43863833,-99.20458056,2023-11
6860224,09003433110000376000000000U3,ABBVIE FARMACEUTICOS,ABBVIE FARMACEUTICOS SA DE CV,433110,Comercio al por mayor de productos farmac√©uticos,251 personas,BOULEVARD,ADOLFO RUIZ CORTINES,CALLE,MANZANA,AVENIDA,PICACHO,AVENIDA,PICACHO,3720,,3,PISO 10,10,,COLONIA,JARDINES DEL PEDREGAL,,,,1900,9,CIUDAD DE M√âXICO,10,√Ålvaro Obreg√≥n,1,√Ålvaro Obreg√≥n,128A,25,,ELENA.WHEELERAYALA@ABBVIE.COM,WWW.ABBVIE.COM.MX,Fijo,19.31483731,-99.22052808,2019-04
6312967,09014433110000786110000000U0,ALCON LABORATORIOS,ALCON LABORATORIOS SA DE CV,435313,"Comercio al por mayor de mobiliario, equipo e instrumental m√©dico y de laboratorio",251 personas,AVENIDA,INSURGENTES SUR,CALLE,LORETO,CALLE,10 SUR (R√çO MAGDALENA),AVENIDA,REVOLUCI√ìN,2475,,,,,,COLONIA,SAN DIEGO CHURUBUSCO,,,,4120,9,CIUDAD DE M√âXICO,10,√Ålvaro Obreg√≥n,1,√Ålvaro Obreg√≥n,1203,11,,HILARIO.MATEO@ALCON.COM,WWW.ALCON.COM,Fijo,19.33958683,-99.19060897,2010-07
6734967,23005431110000451101000000U3,ALIMENTOS BENEFITS,ALIMENTOS BENEFITS SA DE CV,431110,Comercio al por mayor de abarrotes,251 personas,CALZADA,CALZADA INGENIEROS MILITARES,PRIVADA,R√çO PILCOMAYO,AVENIDA,CALZADA SAN BARTOLO NAUCALPAN,CALLE,GENERAL ARISTA,36,,EDIFICIO SIN NOMBRE,PLANTA BAJA,,,COLONIA,ARGENTINA PONIENTE,EDIFICIO COMERCIAL Y DE SERVICIOS,HERDEZ,36,11230,9,CIUDAD DE M√âXICO,16,Miguel Hidalgo,1,Miguel Hidalgo,92,1,,OHERNANDEZB@HERDEZ.COM,,Fijo,19.46063033,-99.21368665,2016-10
9448011,09016435411001353000056528S3,ALMACEN COMPUSOF,COMPUSOF MEXICO SA DE CV,435411,"Comercio al por mayor de mobiliario, equipo, y accesorios de c√≥mputo",251 personas,CALLE,LAGO XOCHIMILCO,CALLE,LAGUNA TAMIAHUA,CALLE,LAGUNA DE SAN CRIST√ìBAL,CALLE,LAGO TEXCOCO,135,E1,,,,,COLONIA,ANAHUAC I SECCION,,,,11320,9,CIUDAD DE M√âXICO,16,Miguel Hidalgo,1,Miguel Hidalgo,181,22,,VENTAS_MEXICO@COMPUSOF.COM,,Fijo,19.44671305,-99.17814876,2023-11
6315582,09008334110000016001004374M4,ASPEL DE MEXICO,SICONT MEX SA DE CV,435411,"Comercio al por mayor de mobiliario, equipo, y accesorios de c√≥mputo",251 personas,PERIFERICO,BOULEVARD ADOLFO L√ìPEZ MATEOS,CALZADA,CALZADA DE LAS √ÅGUILAS,CALLE,CERRADA LAS FLORES,CALLE,LAS FLORES,124,,,,0,SN,COLONIA,LOS ALPES,,,,1010,9,CIUDAD DE M√âXICO,8,La Magdalena Contreras,1,La Magdalena Contreras,194,37,,CMACIN@ASPEL.COM.MX,WWW.ASPEL.COM.MX,Fijo,19.31869797,-99.22207158,2010-07
8802132,09014435313002806000000000U2,B BRAUN MEDICAL DE MEXICO,B BRAUN MELSUNGEN AG SAPI DE CV,435313,"Comercio al por mayor de mobiliario, equipo e instrumental m√©dico y de laboratorio",251 personas,CIRCUITO,INTERIOR (AVENIDA REVOLUCI√ìN),CALLE,HOLBEIN,CALLE,BERRUGUETE,CALLE,WATTEAU,756,,,,,,COLONIA,NONOALCO,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO ATYT,756,3700,9,CIUDAD DE M√âXICO,14,Benito Ju√°rez,1,Benito Ju√°rez,558,4,,ALFREDO.CALZONTZI@BBRAWN.COM,WWW.BRAUN.MX,Fijo,19.38118703,-99.18684029,2019-11
8305127,09010435210000092000000000U7,BAKER HUGHES OPERATIONS MEXICO,BAKER HUGHES OPERATIONS MEXICO S DE RL DE CV,435210,Comercio al por mayor de maquinaria y equipo para la construcci√≥n y la miner√≠a,251 personas,CALLE,ANTONIO DOVAL√ç JAIME,AVENIDA,JAVIER BARROS SIERRA,CALLE,PROLONGACI√ìN AVENIDA SANTA FE,CALLE,JAVIER BARROS SIERRA,70,,SAMARA SHOP,PISO 5,0,SN,COLONIA,SANTA FE,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO COMERCIAL Y DE SERVICIOS SIN NOMBRE,SN,1210,9,CIUDAD DE M√âXICO,10,√Ålvaro Obreg√≥n,1,√Ålvaro Obreg√≥n,1542,53,,ITZEL.SANCHEZ@BAKERHUGHES.COM,WWW.BAKERHUGHES.COM,Fijo,19.36863857,-99.25751946,2019-11
6313706,09014434222000061001003388M0,BASF MEXICANA,BASF MEXICANA SA DE CV,434222,Comercio al por mayor de productos qu√≠micos para la industria farmac√©utica y para otro uso industrial,251 personas,CALLE,CALIFORNIA,CALLE,MAXIMINO √ÅVILA CAMACHO,AVENIDA,INSURGENTES SUR,CALLE,INDIANA,975,,,,,,COLONIA,CIUDAD DE LOS DEPORTES,,,,,9,CIUDAD DE M√âXICO,14,Benito Ju√°rez,1,Benito Ju√°rez,577,30,,CONTACTO@BASF.COM,BASF.COM,Fijo,19.38366196,-99.1763527,2010-07
6314995,09004435419000063002060679M8,BLACK AND DECKER,BLACK AND DECKER SA DE CV,435419,Comercio al por mayor de otra maquinaria y equipo de uso general,251 personas,CALLE,ANTONIO DOVAL√ç JAIME,AVENIDA,JAVIER BARROS SIERRA,CALLE,PROLONGACI√ìN AVENIDA SANTA FE,CALLE,PROLONGACI√ìN AVENIDA SANTA FE,70,,CORPORATIVO SAMARA,PISO 14,,,COLONIA,SANTA FE,CENTRO Y PLAZA COMERCIAL,PLAZA SAMARA,A,1210,9,CIUDAD DE M√âXICO,10,√Ålvaro Obreg√≥n,1,√Ålvaro Obreg√≥n,1542,53,,GUILLERMO.VERGARA@SBDINC.COM,WWW.STANLEYBLACKANDDECKER.COM,Fijo,19.36763129,-99.25985779,2012-06
6314750,09016431110000177000024421M9,BODEGAS LA NEGRITA,BODEGAS LA NEGRITA SA DE CV,431110,Comercio al por mayor de abarrotes,251 personas,CALLE,LAGO HIELMAR,CALLE,R√çO SAN JOAQU√çN,CALLE,LAGO GINEBRA,CALLE,LAGO MALAR,65,,,,,,COLONIA,CAUHAUTEMOC PENSIL,,,,,9,CIUDAD DE M√âXICO,16,Miguel Hidalgo,1,Miguel Hidalgo,463,2,,HIGINIO.TORRES@BLN.COM.MX,WWW.BLN.COM.MX,Fijo,19.4446371,-99.1919181,2010-07
6775501,09005433110000362000002236S8,BRUDIFARMA,BRUDIFARMA SA DE CV,433110,Comercio al por mayor de productos farmac√©uticos,251 personas,CALLE,DE LOS ROMPEOLAS,CALLE,ACUEDUCTO DE GUADALUPE,AVENIDA,VENTISCA,OTRO(ESPECIFIQUE),NINGUNO,36,,,,,,COLONIA,RESIDENCIAL ACUEDUCTO DE GUADALUPE,,,,,9,CIUDAD DE M√âXICO,5,Gustavo A. Madero,1,Gustavo A. Madero,039A,31,,JANETH.RODRIGUEZ@BRUDIFARMA.COM.MX,,Fijo,19.52728876,-99.15756469,2017 03
6312104,09005433110000182001002236S0,BRUDIFARMA,BRUDIFARMA SA DE CV,433110,Comercio al por mayor de productos farmac√©uticos,251 personas,CALLE,DE LOS ROMPEOLAS,CALLE,ACUEDUCTO DE GUADALUPE,BOULEVARD,TEMOLUCO,CALLE,DE LOS RISCOS,39,,,,,,COLONIA,RESIDENCIAL ACUEDUCTO DE GUADALUPE,,,,7270,9,CIUDAD DE M√âXICO,5,Gustavo A. Madero,1,Gustavo A. Madero,039A,29,,JANETH.RODRIGUEZ@BRUDIFARMA.COM.MX,,Fijo,19.52715348,-99.15735433,2014-12
6313012,09016435412000336000002504M7,CANON MEXICANA,CANON MEXICANA S DE RL DE CV,435412,Comercio al por mayor de mobiliario y equipo de oficina,251 personas,PERIFERICO,BOULEVARD MANUEL √ÅVILA CAMACHO,CALLE,TECAMACHALCO,CALLE,SIERRA CANDELA,CALLE,SIERRA PICACHO,138,,TORRE ALTIVA,PISO 17,,,COLONIA,LOMAS DE CHAPULTEPEC,EDIFICIO COMERCIAL Y DE SERVICIOS,TORRE CORPORATIVA ALTIVA,SN,11000,9,CIUDAD DE M√âXICO,16,Miguel Hidalgo,1,Miguel Hidalgo,730,2,,CONTACGOCANON@CUSA.CANON.COM,WWW.CANON.COM.MX,Fijo,19.43322374,-99.20998091,2010-07
6304328,09015435220000917000004130M3,CASA DIAZ DE MAQUINAS DE COSER,CASA DIAZ DE MAQUINAS DE COSER SA DE CV,435220,Comercio al por mayor de maquinaria y equipo para la industria manufacturera,251 personas,AVENIDA,FRAY SERVANDO TERESA DE MIER,EJE VIAL,CENTRAL (L√ÅZARO C√ÅRDENAS),CERRADA,FRAY SERVANDO TERESA DE MIER,CALLE,CHIMALPOPOCA,29,,,,,,COLONIA,OBRERA,,,,,9,CIUDAD DE M√âXICO,15,Cuauht√©moc,1,Cuauht√©moc,1040,19,,ERUEDA@CASADIAZ.BIZ,WWW.CASADIAZ.COM.MX,Fijo,19.42434665,-99.14111381,2010-07
687243,09016434225000993011063799M2,CASKA MEXICO,CASKA MEXICO SA DE CV,436112,"Comercio al por mayor de partes y refacciones nuevas para autom√≥viles, camionetas y camiones",251 personas,PERIFERICO,BOULEVARD MANUEL √ÅVILA CAMACHO,CALLE,PRIVADA SAN ISIDRO,CALLE,SAN ISIDRO,OTRO(ESPECIFIQUE),SAN ISIDRO,170,,CORPORATIVO LOMAS,PISO 9,901,,COLONIA,REFORMA SOCIAL,EDIFICIO COMERCIAL Y DE SERVICIOS,LA TORRE NACIONAL,902,11650,9,CIUDAD DE M√âXICO,16,Miguel Hidalgo,1,Miguel Hidalgo,730,9,,IPALENCIA@CASKAMEXICO.COM,WWW.CASKAMEXICO.COM,Fijo,19.43364938,-99.21048538,2014-12
6314289,09007431211000077001003816S6,CENTRO DE DISTRIBUCION CEDIS SUR,PROPIMEX S DE RL DE CV,431211,Comercio al por mayor de bebidas no alcoh√≥licas y hielo,251 personas,EJE VIAL,3 ORIENTE (PROLONGACI√ìN ARNESES),EJE VIAL,8 SUR (CALZADA ERMITA IZTAPALAPA),CALLE,LE√ëADORES,CALLE,CEREALES,101,,,,,,COLONIA,PROGRESO DEL SUR,,,,,9,CIUDAD DE M√âXICO,7,Iztapalapa,1,Iztapalapa,1180,7,,JOSE.HERNANDEZ@KOF.COM.MX,WWW.COCA-COLAMEXICO.COM.MX,Fijo,19.35459357,-99.11110604,2010-07
6310213,09002431211000047000003816S0,CENTRO DE DISTRIBUCION NORTE,PROPIMEX S DE RL DE CV,431211,Comercio al por mayor de bebidas no alcoh√≥licas y hielo,251 personas,BOULEVARD,DE LOS FERROCARRILES,CALLE,NORTE 35,CALLE,NORTE 45,OTRO(ESPECIFIQUE),NINGUNO,0,SN,,,,,ZONA INDUSTRIAL,INDUSTRIAL VALLEJO,ZONA INDUSTRIAL,ZONA INDUSTRIAL VALLEJO,1,,9,CIUDAD DE M√âXICO,2,Azcapotzalco,1,Azcapotzalco,881,11,,JOSE.HERNANDEZ@KOF.COM.MX,WWW.COCA-COLAMEXICO.COM.MX,Fijo,19.48029129,-99.15809068,2010-07
6317825,09015435313001905001000000U0,CENTRUM PROMOTORA INTERNACIONAL,CENTRUM PROMOTORA INTERNACIONAL SA DE CV,435313,"Comercio al por mayor de mobiliario, equipo e instrumental m√©dico y de laboratorio",251 personas,CALLE,3 PTE MEDELLIN,CALLE,QUINTANA ROO,CALLE,TEHUANTEPEC,CALLE,TORRE√ìN,324,,324,PLANTA BAJA,,,COLONIA,ROMA SUR,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO COMERCIAL Y DE SERVICIOS SIN NOMBRE,SN,6760,9,CIUDAD DE M√âXICO,15,Cuauht√©moc,1,Cuauht√©moc,1464,8,,CLAZO@CENTRUMPI.COM.MX,WWW.CENTRUM.COM,Fijo,19.4053854,-99.16297083,2010-07
9137020,09015434230000081000000000U8,CFENERGIA,CFENERGIA SA DE CV,434230,Comercio al por mayor de combustibles de uso industrial,251 personas,AVENIDA,PASEO DE LA REFORMA,AVENIDA,SEVILLA,CALLE,PRAGA,CALLE,TOKIO,412,,,,,,COLONIA,JUAREZ,,,,6600,9,CIUDAD DE M√âXICO,15,Cuauht√©moc,1,Cuauht√©moc,803,1,,COMUNICACION@CFENERGIA.COM,WWW.CFENERGIA.COM,Fijo,19.430212,-99.159751,2019-11
9300924,09007551111000021000003816S0,COCACOLA CEDIS LOS ANGELES,PROPIMEX S DE RL ,431211,Comercio al por mayor de bebidas no alcoh√≥licas y hielo,251 personas,PERIFERICO,CANAL DE GARAY,AVENIDA,5 DE MAYO,CALLE,ESTRACIS,OTRO(ESPECIFIQUE),LLUVIA DE ORO,101,,,,,,COLONIA,LOS ANGELES APANOAYA,,,,9710,9,CIUDAD DE M√âXICO,7,Iztapalapa,1,Iztapalapa,1621,31,,RICARDO.ROJASS@KOF.COM.MX,,Fijo,19.33943255,-99.06422924,2020-11
6314741,09016325610000077010000000U9,COLGATE PALMOLIVE,COLGATE PALMOLIVE SA DE CV,433210,Comercio al por mayor de art√≠culos de perfumer√≠a y cosm√©ticos,251 personas,AVENIDA,EJ√âRCITO NACIONAL MEXICANO,CALLE,FERROCARRIL DE CUERNAVACA,PROLONGACION,MOLIERE,AVENIDA,MIGUEL DE CERVANTES SAAVEDRA,843,B,CORPORATIVO ANTARA 1,PISO 6,,,COLONIA,GRANADA,,,,,9,CIUDAD DE M√âXICO,16,Miguel Hidalgo,1,Miguel Hidalgo,444,13,,JUAN_RODRIGUEZ@COLPAL.COM,WWW.COLGATEPALMOLIVE.MX,Fijo,19.44004948,-99.20345753,2010-07
6857012,09016432120000856000063810M6,COMERCIO EXCELENTE NORTE SUR,COMERCIO EXCELENTE NORTE SUR SA DE CV,432120,"Comercio al por mayor de ropa, bisuter√≠a y accesorios de vestir",251 personas,CALLE,JUAN DE LAFONTAINE,AVENIDA,EMILIO CASTELAR,AVENIDA,PRESIDENTE MASARYK,CALLE,ANATOLE FRANCE,95,,,,,,COLONIA,POLANCO 3 SECCION,,,,,9,CIUDAD DE M√âXICO,16,Miguel Hidalgo,1,Miguel Hidalgo,075A,10,,AOCHOA@EUROCVH.COM,WWW.COMERCIOEXCELENTE.COM,Fijo,19.43173092,-99.19829572,2019-04
9343598,09002431160000216000000000U0,CONCEPTOS EMPRESARIALES DE DESARROLLO,CONCEPTOS EMPRESARIALES DE DESARROLLO SA,431160,Comercio al por mayor de leche y otros productos l√°cteos,251 personas,CALLE,FED MEXICO A TEXCOCO KM 305,EJE VIAL,1 PONIENTE (CALZADA VALLEJO),CALLE,CALZADA COLTONGO,OTRO(ESPECIFIQUE),PONIENTE 116,459,,,,,,COLONIA,INDUSTRIAL VALLEJO,,,,,9,CIUDAD DE M√âXICO,2,Azcapotzalco,1,Azcapotzalco,881,16,,JECONTRERAS@UNIFOODS.COM.MX,,Fijo,19.48538261,-99.15119559,2021-05
6304742,09010433110000116000004438M8,CORPORATIVO,NADRO SA,433110,Comercio al por mayor de productos farmac√©uticos,251 personas,AVENIDA,VASCO DE QUIROGA,CALLE,GUILLERMO GONZ√ÅLEZ CAMARENA,CALLE,JUAN SEGALE,CALLE,GUILLERMO GONZ√ÅLEZ CAMARENA,3100,,NADRO,PLANTA BAJA,,,COLONIA,CENTRO DE CIUDAD SANTA FE,,,,1210,9,CIUDAD DE M√âXICO,10,√Ålvaro Obreg√≥n,1,√Ålvaro Obreg√≥n,1542,39,,FIDEL_DOMINGUEZ@NADRO.COM.MX,WWW.NADRO.COM.MX,Fijo,19.3685184,-99.26259221,2010-07
6305985,09005431160000096000002535S9,CREMERIA AMERICANA VALLEJO ESTABLECIMIENTO,CREMERIA AMERICANA SAPI DE CV,431160,Comercio al por mayor de leche y otros productos l√°cteos,251 personas,CALLE,PONIENTE 148,CALLE,NORTE 31-A,CALLE,NORTE 35,CALLE,PONIENTE 152,512,,,,,,COLONIA,LINDAVISTA VALLEJO I SECCION,,,,,9,CIUDAD DE M√âXICO,5,Gustavo A. Madero,1,Gustavo A. Madero,879,2,,ARELY.MARTINEZ@CREMERIA-AMERICANA.COM.MX,WWW.CREMERIA.AMERICANA.COM.MX,Fijo,19.4994362,-99.15188066,2010-07
6315438,09004431160000021000004198M0,DANONE MEXICO CORPORATIVO ,DANONE DE MEXICO SA DE CV,431160,Comercio al por mayor de leche y otros productos l√°cteos,251 personas,CALLE,CLL CUAUHTEMOC,AUTOPISTA,MEXICO TOLUCA ,AVENIDA,VASCO DE QUIROGA,AMPLIACION,NINGUNO,400,,CORPORATIVO CEO,MEZZANINE,,,COLONIA,LOMAS DE SANTA FE ,EDIFICIO COMERCIAL Y DE SERVICIOS,CORPORATIVO CEO,MEZZANINE,5348,9,CIUDAD DE M√âXICO,4,Cuajimalpa de Morelos,1,Cuajimalpa de Morelos,369,1,,CONTACTO@DANONE.COM,WWW.DANONE.COM.MX,Fijo,19.35904875,-99.27625762,2014-12
6727265,09010561990000364001000000U3,DELL MEXICO,DELL MEXICO SA DE CV,435411,"Comercio al por mayor de mobiliario, equipo, y accesorios de c√≥mputo",251 personas,AVENIDA,JAVIER BARROS SIERRA,CALLE,AVENIDA ING  MARIANO HERNANDEZ BARRENECHEA,AVENIDA,CARLOS LAZO,CALLE,NINGUNO,540,,TORRE 1,PISO 10,,,COLONIA,SANTA FE,EDIFICIO COMERCIAL Y DE SERVICIOS,PARK PLAZA,SN,,9,CIUDAD DE M√âXICO,10,√Ålvaro Obreg√≥n,1,√Ålvaro Obreg√≥n,2358,18,5551002516,,WWW.DELL.COM.MX,Fijo,19.36500423,-99.25963093,2016-01
6317928,09014433110000776011000000U1,DEPOSITO DENTAL VILLA DE CORTES,DEPOSITO DENTAL VILLA DE CORTES SA,435313,"Comercio al por mayor de mobiliario, equipo e instrumental m√©dico y de laboratorio",251 personas,CALZADA,CALZADA DE TLALPAN,CALLE,LUIS GONZAGA INCL√ÅN,CALLE,PLAZA VICTORIA,CALLE,DIEGO ARENAS GUZM√ÅN,836,,,,,,COLONIA,VILLA DE CORTES,,,,3530,9,CIUDAD DE M√âXICO,14,Benito Ju√°rez,1,Benito Ju√°rez,327,14,,CONTA1@DDVC.MX,,Fijo,19.38871162,-99.13854021,2010-07
6315881,09016431212000196000024762M3,DIAGEO MEXICO COMERCIALIZADORA,DIAGEO MEXICO COMERCIALIZADORA SA DE CV,431212,Comercio al por mayor de vinos y licores,251 personas,AVENIDA,EJERCITO NACIONAL MEXICANO,CALLE,FERROCARRIL DE CUERNAVACA,CALLE,MOLIERE,AVENIDA,MIGUEL DE CERVANTES SAAVEDRA,843,B,PLAZA POLANCO TORRE B,PISO 2,,,COLONIA,GRANADA,EDIFICIO COMERCIAL Y DE SERVICIOS,PLAZA ANTARA TORRE B,PISO 2,,9,CIUDAD DE M√âXICO,16,Miguel Hidalgo,1,Miguel Hidalgo,444,13,5552523613,LEONEL.REYES@DIAGEO.COM,WWW.DIAGEO.COM,Fijo,19.43863445,-99.20444042,2010-07
6314561,09012431110000157010004375M0,DICONSA,DICONSA SA DE CV,431110,Comercio al por mayor de abarrotes,251 personas,AVENIDA,INSURGENTES SUR,AVENIDA,CAMINO SANTA TERESA,CALLE,CALLE DEL OLIMPO,OTRO(ESPECIFIQUE),MANZANA O EDIFICACI√ìN CONTIGUA,3483,,,,,,COLONIA,VILLA OLIMPICA,,,,14020,9,CIUDAD DE M√âXICO,12,Tlalpan,1,Tlalpan,93,9,,MNDELGADO@DICONSA.GOB.MX,WWW.DICONSA.GOB.MX,Fijo,19.29837839,-99.18556259,2010-07
6257904,09007431110000847001000000U6,DISTRIBUIDORA DIMEX,DISTRIBUIDORA DIMEX SA,431110,Comercio al por mayor de abarrotes,251 personas,CALLE,A√ëO DE JUAREZ,AVENIDA,A√ëO DE JU√ÅREZ,CALLE,6,CARRETERA,PRIMERA AVENIDA 5,214,,,,,,COLONIA,GRANJAS SAN ANTONIO,,,,,9,CIUDAD DE M√âXICO,7,Iztapalapa,1,Iztapalapa,727,1,,DISTRIBUIDORADIMEX@DDIMEX.COM.MX,,Fijo,19.36368459,-99.10736177,2010-07
9229687,09012433110000533000000000U0,DISTRIBUIDORA DISUR,DISTRIBUIDORA DISUR SA DE CV,433110,Comercio al por mayor de productos farmac√©uticos,251 personas,CALZADA,M√âXICO-XOCHIMILCO,CALLE,SANTA CRUZ,CALLE,KIOTO,CALLE,NAGOYA,4856,,,,,,COLONIA,ARENAL DE GUADALUPE,,,,,9,CIUDAD DE M√âXICO,12,Tlalpan,1,Tlalpan,981,14,,IBARRA@DISUR.COM.MX,,Fijo,19.28626968,-99.14408557,2020-04
